"","OTU","Sample","Abundance","Tank","Location","Treatment","Source","Combined","Kingdom","Phylum","Class","Order","Family","Genus","sd","SD","median"
"271","ASV_212","Water_9",0.00298476278597758,NA,NA,9,NA,"Water_9","Bacteria","Other","Bacteroidia","Sphingobacteriales","NS11-12 marine group","Below Threshold",0.00362888702464164,0,0
"272","ASV_22","Water_9",4.5935499276195,NA,NA,9,NA,"Water_9","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",7.6677378401968,0,0
"273","ASV_22","Water_60",0.0507284285284,NA,NA,60,NA,"Water_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.0784478447477303,0,0
"274","ASV_22","Precipitates_60",0.000881896430083251,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00271502595433635,0,0
"275","ASV_223","Water_9",0.426821078394795,NA,NA,9,NA,"Water_9","Bacteria","Other","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Below Threshold",0.426444058520821,0,0
"276","ASV_223","Water_35",0.00267730448983963,NA,NA,35,NA,"Water_35","Bacteria","Other","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Below Threshold",NA,0,0
"277","ASV_224","Water_60",0.27266530334015,NA,NA,60,NA,"Water_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Below Threshold",0.0375560983992434,0,0
"278","ASV_224","Precipitates_60",0.003527585720333,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Below Threshold",0.00772698809398069,0,0
"279","ASV_23","Precipitates_35",1.33277978262489,NA,NA,35,NA,"Precipitates_35","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",0.123742458079977,0.998357162033499,0.182548872692596
"280","ASV_23","Fluid_35",0.666964684845776,NA,NA,35,NA,"Fluid_35","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",0.478953633455207,0.385024293053922,0.182548872692596
"281","ASV_23","Anterior_9",0.588677354709419,NA,NA,9,NA,"Anterior_9","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",0.432822295788563,0.432822295788563,0.182548872692596
"282","ASV_23","Anterior_60",0.537992763283184,NA,NA,60,NA,"Anterior_60","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",0.385024293053922,0.478953633455207,0.182548872692596
"283","ASV_23","Anterior_35",0.366918307958332,NA,NA,35,NA,"Anterior_35","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",0.998357162033499,NA,0.182548872692596
"284","ASV_23","Precipitates_60",0.279561168336391,NA,NA,60,NA,"Precipitates_60","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",0.721849391233305,0.179676843350163,0.182548872692596
"285","ASV_23","Posterior_9",0.272267600155581,NA,NA,9,NA,"Posterior_9","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",0.215144051070958,0.226984099091681,0.182548872692596
"286","ASV_23","Fluid_9",0.182548872692596,NA,NA,9,NA,"Fluid_9","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",0.179676843350163,0,0.182548872692596
"287","ASV_23","Posterior_35",0.147182506307822,NA,NA,35,NA,"Posterior_35","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",0.226984099091681,0.215144051070958,0.182548872692596
"288","ASV_23","Water_9",0.0238781022878207,NA,NA,9,NA,"Water_9","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",0.0403542177877898,NA,0.182548872692596
"289","ASV_23","Water_60",0.009511580349075,NA,NA,60,NA,"Water_60","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",0.0171210478680263,0.123742458079977,0.182548872692596
"290","ASV_231","Water_35",0.366790715108029,NA,NA,35,NA,"Water_35","Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",NA,0,0
"291","ASV_231","Water_60",0.0887747499247,NA,NA,60,NA,"Water_60","Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0.0507974936046775,0,0
"292","ASV_231","Water_9",0.0208933395018431,NA,NA,9,NA,"Water_9","Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0.0210656270484338,0,0
"293","ASV_231","Precipitates_60",0.000881896430083251,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0.000918236320996287,0,0
"294","ASV_234","Water_35",1.22620545634655,NA,NA,35,NA,"Water_35","Bacteria","Other","Alphaproteobacteria","Puniceispirillales","SAR116 clade","Below Threshold",NA,0,0
"295","ASV_234","Water_60",0.1775494998494,NA,NA,60,NA,"Water_60","Bacteria","Other","Alphaproteobacteria","Puniceispirillales","SAR116 clade","Below Threshold",0.0432471520132727,0,0
"296","ASV_234","Water_9",0.0298476278597758,NA,NA,9,NA,"Water_9","Bacteria","Other","Alphaproteobacteria","Puniceispirillales","SAR116 clade","Below Threshold",0.0232791238742434,0,0
"297","ASV_234","Precipitates_60",0.0017637928601665,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Alphaproteobacteria","Puniceispirillales","SAR116 clade","Below Threshold",0.00183647264199257,0,0
"298","ASV_234","Precipitates_35",0.00106452059315087,NA,NA,35,NA,"Precipitates_35","Bacteria","Other","Alphaproteobacteria","Puniceispirillales","SAR116 clade","Below Threshold",0.00199505341304784,NA,0
"299","ASV_239","Water_35",0.248989317555086,NA,NA,35,NA,"Water_35","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Thioglobaceae","Below Threshold",NA,0,0
"300","ASV_239","Water_60",0.06975158922655,NA,NA,60,NA,"Water_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Thioglobaceae","Below Threshold",0.000540262567858144,0,0
"301","ASV_239","Water_9",0.0119390511439103,NA,NA,9,NA,"Water_9","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Thioglobaceae","Below Threshold",0.0058423838504512,0,0
"302","ASV_239","Precipitates_60",0.000881896430083251,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Thioglobaceae","Below Threshold",0.000918236320996287,0,0
"303","ASV_24","Water_60",4.33411011239517,NA,NA,60,NA,"Water_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",3.3190697916326,0.00470384772030003,0
"304","ASV_24","Precipitates_60",0.119056018061239,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.0906604684443644,0.0120406729758003,0
"305","ASV_24","Water_9",0.0671571626844956,NA,NA,9,NA,"Water_9","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00792806194545631,0,0
"306","ASV_24","Water_35",0.0455141763272737,NA,NA,35,NA,"Water_35","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",NA,0,0
"307","ASV_24","Anterior_60",0.0142829937154828,NA,NA,60,NA,"Anterior_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.0120406729758003,NA,0
"308","ASV_24","Anterior_35",0.00421745181561301,NA,NA,35,NA,"Anterior_35","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00470384772030003,0.0025196398236433,0
"309","ASV_24","Fluid_9",0.001362305020094,NA,NA,9,NA,"Fluid_9","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.0025196398236433,0,0
"310","ASV_249","Water_9",0.205948632232453,NA,NA,9,NA,"Water_9","Bacteria","Other","Alphaproteobacteria","Parvibaculales","Parvibaculaceae","Below Threshold",0.228710294079985,0,0
"311","ASV_249","Water_60",0.0047557901745375,NA,NA,60,NA,"Water_60","Bacteria","Other","Alphaproteobacteria","Parvibaculales","Parvibaculaceae","Below Threshold",0.000159526430538907,0,0
"312","ASV_25","Water_35",9.78822521485369,NA,NA,35,NA,"Water_35","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",NA,0,0
"313","ASV_25","Water_60",0.453385329972575,NA,NA,60,NA,"Water_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.110864917999132,0.0401355765860011,0
"314","ASV_25","Water_9",0.310415329741669,NA,NA,9,NA,"Water_9","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.0911898303749236,0,0
"315","ASV_25","Anterior_60",0.0476099790516092,NA,NA,60,NA,"Anterior_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.0401355765860011,0.00256792155409927,0
"316","ASV_25","Precipitates_35",0.00745164415205612,NA,NA,35,NA,"Precipitates_35","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.0139653738913349,NA,0
"317","ASV_25","Precipitates_60",0.00529137858049951,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00717588990103515,0,0
"318","ASV_25","Fluid_35",0.00178810907465355,NA,NA,35,NA,"Fluid_35","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00256792155409927,0,0
"319","ASV_254","Water_9",0.198486725267509,NA,NA,9,NA,"Water_9","Bacteria","Other","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Below Threshold",0.219638076518381,0,0
"320","ASV_254","Water_35",0.00267730448983963,NA,NA,35,NA,"Water_35","Bacteria","Other","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Below Threshold",NA,0,0
"321","ASV_254","Fluid_9",0.001362305020094,NA,NA,9,NA,"Fluid_9","Bacteria","Other","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Below Threshold",0.00194951973388359,0,0
"322","ASV_257","Water_9",0.196994343874521,NA,NA,9,NA,"Water_9","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Below Threshold",0.0120152195689974,0,0
"323","ASV_257","Water_60",0.028534741047225,NA,NA,60,NA,"Water_60","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Below Threshold",0.0201915443959139,0,0
"324","ASV_257","Water_35",0.00803191346951889,NA,NA,35,NA,"Water_35","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Below Threshold",NA,0,0
"325","ASV_26","Water_35",7.27691360338411,NA,NA,35,NA,"Water_35","Bacteria","Other","Alphaproteobacteria","SAR11 clade","Clade I","Below Threshold",NA,0.0146721796490375,0.00212904118630175
"326","ASV_26","Water_60",1.34588861939411,NA,NA,60,NA,"Water_60","Bacteria","Other","Alphaproteobacteria","SAR11 clade","Clade I","Below Threshold",0.256518642319449,0.0561898072204015,0.00212904118630175
"327","ASV_26","Water_9",1.16107272374528,NA,NA,9,NA,"Water_9","Bacteria","Other","Alphaproteobacteria","SAR11 clade","Clade I","Below Threshold",0.899920361946792,0,0.00212904118630175
"328","ASV_26","Anterior_60",0.0666539706722529,NA,NA,60,NA,"Anterior_60","Bacteria","Other","Alphaproteobacteria","SAR11 clade","Clade I","Below Threshold",0.0561898072204015,0,0.00212904118630175
"329","ASV_26","Precipitates_60",0.0264568929024975,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Alphaproteobacteria","SAR11 clade","Clade I","Below Threshold",0.0374913970094989,NA,0.00212904118630175
"330","ASV_26","Posterior_9",0.0129651238169325,NA,NA,9,NA,"Posterior_9","Bacteria","Other","Alphaproteobacteria","SAR11 clade","Clade I","Below Threshold",0.0102449548129027,0.00194951973388359,0.00212904118630175
"331","ASV_26","Anterior_35",0.00421745181561301,NA,NA,35,NA,"Anterior_35","Bacteria","Other","Alphaproteobacteria","SAR11 clade","Clade I","Below Threshold",0.0146721796490375,0,0.00212904118630175
"332","ASV_26","Precipitates_35",0.00212904118630175,NA,NA,35,NA,"Precipitates_35","Bacteria","Other","Alphaproteobacteria","SAR11 clade","Clade I","Below Threshold",0.00399010682609569,0,0.00212904118630175
"333","ASV_26","Fluid_9",0.001362305020094,NA,NA,9,NA,"Fluid_9","Bacteria","Other","Alphaproteobacteria","SAR11 clade","Clade I","Below Threshold",0.00194951973388359,0.0102449548129027,0.00212904118630175
"334","ASV_267","Water_35",0.254343926534765,NA,NA,35,NA,"Water_35","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",NA,0,0
"335","ASV_267","Water_60",0.04438737496235,NA,NA,60,NA,"Water_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.0270322616574732,0,0
"336","ASV_267","Precipitates_35",0.00212904118630175,NA,NA,35,NA,"Precipitates_35","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00399010682609569,0,0
"337","ASV_267","Water_9",0.00149238139298879,NA,NA,9,NA,"Water_9","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00252213861173687,0,0
"338","ASV_268","Water_35",0.310567320821397,NA,NA,35,NA,"Water_35","Bacteria","Other","Rhodothermia","Balneolales","Balneolaceae","Below Threshold",NA,0,0
"339","ASV_268","Water_60",0.0142673705236125,NA,NA,60,NA,"Water_60","Bacteria","Other","Rhodothermia","Balneolales","Balneolaceae","Below Threshold",0.0140618875867983,0,0
"340","ASV_268","Water_9",0.00149238139298879,NA,NA,9,NA,"Water_9","Bacteria","Other","Rhodothermia","Balneolales","Balneolaceae","Below Threshold",0.00252213861173687,0,0
"341","ASV_27","Water_35",4.79237503681294,NA,NA,35,NA,"Water_35","Bacteria","Other","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Below Threshold",NA,0,0
"342","ASV_27","Water_9",1.14913367260137,NA,NA,9,NA,"Water_9","Bacteria","Other","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Below Threshold",1.02702790286121,0,0
"343","ASV_27","Water_60",1.10175805710119,NA,NA,60,NA,"Water_60","Bacteria","Other","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Below Threshold",0.418335798179645,0,0
"344","ASV_27","Precipitates_60",0.010582757160999,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Below Threshold",0.0076957899791751,0.00242360116358671,0
"345","ASV_27","Precipitates_35",0.00638712355890525,NA,NA,35,NA,"Precipitates_35","Bacteria","Other","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Below Threshold",0.0119703204782871,NA,0
"346","ASV_27","Fluid_35",0.000894054537326777,NA,NA,35,NA,"Fluid_35","Bacteria","Other","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Below Threshold",0.00242360116358671,0,0
"347","ASV_270","Precipitates_60",0.0776068858473261,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Below Threshold",0.120130407311534,0,0
"348","ASV_270","Water_60",0.041216848179325,NA,NA,60,NA,"Water_60","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Below Threshold",0.0657440927968018,0,0
"349","ASV_270","Fluid_9",0.010898440160752,NA,NA,9,NA,"Fluid_9","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Below Threshold",0.00984490996875564,0,0
"350","ASV_270","Water_9",0.00298476278597758,NA,NA,9,NA,"Water_9","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Below Threshold",0.00504427722347373,0,0
"351","ASV_270","Precipitates_35",0.00106452059315087,NA,NA,35,NA,"Precipitates_35","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Below Threshold",0.00120881219431508,NA,0
"352","ASV_274","Water_60",0.37412216039695,NA,NA,60,NA,"Water_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Halomonadaceae","Below Threshold",0.192463158948612,0,0
"353","ASV_274","Water_9",0.0656647812915069,NA,NA,9,NA,"Water_9","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Halomonadaceae","Below Threshold",0.084954606172076,0,0
"354","ASV_274","Water_35",0.0107092179593585,NA,NA,35,NA,"Water_35","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Halomonadaceae","Below Threshold",NA,0,0
"355","ASV_274","Precipitates_60",0.00793706787074926,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Halomonadaceae","Below Threshold",0.00719870413967809,0,0
"356","ASV_28","Water_9",3.53097437581148,NA,NA,9,NA,"Water_9","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.000242952666045549,0,0
"357","ASV_28","Water_35",0.0107092179593585,NA,NA,35,NA,"Water_35","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",NA,0.01136292598287,0
"358","ASV_28","Anterior_60",0.00476099790516092,NA,NA,60,NA,"Anterior_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.01136292598287,0,0
"359","ASV_28","Water_60",0.0015852633915125,NA,NA,60,NA,"Water_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00268497544151805,0,0
"360","ASV_280","Water_9",0.156700046263823,NA,NA,9,NA,"Water_9","Bacteria","Other","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","Below Threshold",0.264824554232371,0,0
"361","ASV_280","Water_35",0.093705657144387,NA,NA,35,NA,"Water_35","Bacteria","Other","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","Below Threshold",NA,0,0
"362","ASV_280","Water_60",0.041216848179325,NA,NA,60,NA,"Water_60","Bacteria","Other","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","Below Threshold",0.038800191699977,0,0
"363","ASV_280","Precipitates_60",0.000881896430083251,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","Below Threshold",0.000918236320996287,0,0
"364","ASV_288","Water_35",0.182056705309095,NA,NA,35,NA,"Water_35","Archaea","Other","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Below Threshold",NA,0,0
"365","ASV_288","Water_60",0.0681663258350375,NA,NA,60,NA,"Water_60","Archaea","Other","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Below Threshold",0.0238498243736637,0,0
"366","ASV_288","Water_9",0.00746190696494396,NA,NA,9,NA,"Water_9","Archaea","Other","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Below Threshold",0.00907221756160411,0,0
"367","ASV_29","Water_9",2.42810452639276,NA,NA,9,NA,"Water_9","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Below Threshold",2.58782669612513,0,0
"368","ASV_29","Water_35",1.50196781880003,NA,NA,35,NA,"Water_35","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Below Threshold",NA,0.00401355765860011,0
"369","ASV_29","Water_60",0.397901111269637,NA,NA,60,NA,"Water_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Below Threshold",0.110018841537614,0,0
"370","ASV_29","Precipitates_60",0.00529137858049951,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Below Threshold",0.00550941792597773,0,0
"371","ASV_29","Anterior_60",0.00476099790516092,NA,NA,60,NA,"Anterior_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Below Threshold",0.00401355765860011,NA,0
"372","ASV_290","Water_60",0.136332651670075,NA,NA,60,NA,"Water_60","Bacteria","Other","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","Below Threshold",0.222758795215049,0,0
"373","ASV_290","Water_9",0.0402942976106974,NA,NA,9,NA,"Water_9","Bacteria","Other","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","Below Threshold",0.0290685034003762,0,0
"374","ASV_290","Precipitates_60",0.000881896430083251,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","Below Threshold",0.00197377959450831,0,0
"375","ASV_294","Water_60",0.180720026632425,NA,NA,60,NA,"Water_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Below Threshold",0.163667846134546,0,0
"376","ASV_294","Anterior_60",0.109502951818701,NA,NA,60,NA,"Anterior_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Below Threshold",0.0923118261478025,0.0923118261478025,0
"377","ASV_294","Water_35",0.0187411314288774,NA,NA,35,NA,"Water_35","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Below Threshold",NA,0,0
"378","ASV_294","Water_9",0.00746190696494396,NA,NA,9,NA,"Water_9","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Below Threshold",0.00393752881056895,0,0
"379","ASV_294","Precipitates_60",0.00264568929024975,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Below Threshold",0.00814507786300906,NA,0
"380","ASV_296","Water_9",0.155207664870834,NA,NA,9,NA,"Water_9","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.0195754224431157,0,0
"381","ASV_296","Water_35",0.0133865224491981,NA,NA,35,NA,"Water_35","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",NA,0,0
"382","ASV_296","Water_60",0.0015852633915125,NA,NA,60,NA,"Water_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00270485017188862,0,0
"383","ASV_3","Anterior_60",41.56827270996,NA,NA,60,NA,"Anterior_60","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Thaumasiovibrio",32.1242675191426,22.0006932583538,5.56995976754582
"384","ASV_3","Precipitates_60",23.5686820939749,NA,NA,60,NA,"Precipitates_60","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Thaumasiovibrio",11.4224868587741,32.1242675191426,5.56995976754582
"385","ASV_3","Precipitates_35",22.2857386176136,NA,NA,35,NA,"Precipitates_35","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Thaumasiovibrio",37.726368671272,14.3867369519663,5.56995976754582
"386","ASV_3","Anterior_9",16.7209418837675,NA,NA,9,NA,"Anterior_9","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Thaumasiovibrio",14.3867369519663,6.63181213320294,5.56995976754582
"387","ASV_3","Fluid_9",15.4553504529664,NA,NA,9,NA,"Fluid_9","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Thaumasiovibrio",6.41837633475209,NA,5.56995976754582
"388","ASV_3","Anterior_35",12.2980894943275,NA,NA,35,NA,"Anterior_35","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Thaumasiovibrio",22.0006932583538,6.41837633475209,5.56995976754582
"389","ASV_3","Posterior_9",8.7903539478802,NA,NA,9,NA,"Posterior_9","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Thaumasiovibrio",5.6229642926812,3.84688213920773,5.56995976754582
"390","ASV_3","Fluid_35",5.56995976754582,NA,NA,35,NA,"Fluid_35","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Thaumasiovibrio",6.63181213320294,2.18964586444492,5.56995976754582
"391","ASV_3","Posterior_35",2.58620689655172,NA,NA,35,NA,"Posterior_35","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Thaumasiovibrio",3.84688213920773,5.6229642926812,5.56995976754582
"392","ASV_3","Posterior_60",1.28117135666895,NA,NA,60,NA,"Posterior_60","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Thaumasiovibrio",2.18964586444492,NA,5.56995976754582
"393","ASV_3","Posterior_QC",0.72936660268714,NA,NA,NA,NA,"Posterior_QC","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Thaumasiovibrio",NA,37.726368671272,5.56995976754582
"394","ASV_3","Water_60",0.0681663258350375,NA,NA,60,NA,"Water_60","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Thaumasiovibrio",0.105896991123894,11.4224868587741,5.56995976754582
"395","ASV_3","Water_9",0.00746190696494396,NA,NA,9,NA,"Water_9","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Thaumasiovibrio",0.000399053313488735,NA,5.56995976754582
"396","ASV_3","Water_35",0.00267730448983963,NA,NA,35,NA,"Water_35","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Thaumasiovibrio",NA,0.105896991123894,5.56995976754582
"397","ASV_30","Water_60",3.27356890347331,NA,NA,60,NA,"Water_60","Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",5.16778717901137,0,0
"398","ASV_30","Anterior_60",0.209483907827081,NA,NA,60,NA,"Anterior_60","Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0.176596536978405,0.176596536978405,0
"399","ASV_30","Water_9",0.0179085767158655,NA,NA,9,NA,"Water_9","Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0.0000904115275614273,0,0
"400","ASV_30","Precipitates_60",0.017637928601665,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0.0386349404699034,0,0
"401","ASV_30","Fluid_9",0.001362305020094,NA,NA,9,NA,"Fluid_9","Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0.0025196398236433,NA,0
"402","ASV_300","Water_35",0.155283660410699,NA,NA,35,NA,"Water_35","Bacteria","Other","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Below Threshold",NA,0,0
"403","ASV_300","Water_60",0.0760926427926,NA,NA,60,NA,"Water_60","Bacteria","Other","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Below Threshold",0.0236409024807796,0,0
"404","ASV_300","Precipitates_60",0.000881896430083251,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Below Threshold",0.000918236320996287,0,0
